library_id,title,authors,year,venue,arxiv_id,source_url,library_categories,research_tracks,source_origin,priority,notes,review_state
lib_fd569608d43f,In-Context RALM,Ram et al.,2023,TACL 2023,2302.00083,https://arxiv.org/abs/2302.00083,MH: Retrieve-based,Retrieval,总表 All Papers;新补,中,,imported
lib_27dbf5f6bd9e,In-context Ability Transfer for Question Decomposition,Venktesh et al.,2023,arXiv,2310.18371,https://arxiv.org/abs/2310.18371,MH: Decomposition,Decomposition,总表 All Papers;新补,中,,imported
lib_66899f1859fd,HyKGE: Hypothesis KG Enhanced Medical LLMs,Jiang et al.,2023,arXiv,2312.15883,https://arxiv.org/abs/2312.15883,MH: LLM+KG,Knowledge graphs,总表 All Papers;新补,中,,imported
lib_323354db0a4a,Graph of Thoughts: Solving Elaborate Problems,Besta et al.,2023,AAAI 2024,2308.09687,https://arxiv.org/abs/2308.09687,MH CoT;MH: CoT,Reasoning / CoT,MH CoT;总表 All Papers,,,imported
lib_10de001ba079,Graph Attention with Hierarchies for Multi-hop QA,He et al.,2023,arXiv,2301.11792,https://arxiv.org/abs/2301.11792,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_9e0fa48f78db,GPQA: Graduate-Level QA Benchmark,Rein et al.,2023,COLM 2024,2311.12022,https://arxiv.org/abs/2311.12022,MH Benchmark,Benchmarks,总表 All Papers;新补,中,,imported
lib_2d66659454f5,Gorilla: LLM Connected with Massive APIs,Patil et al.,2023,NeurIPS 2024,2305.15334,https://arxiv.org/abs/2305.15334,MH Agentic;MH: Agentic,Agentic systems,MH Agentic;总表 All Papers,,,imported
lib_41aee2c70c6f,FLARE: Active Retrieval Augmented Generation,Jiang et al.,2023,EMNLP 2023,2305.06983,https://arxiv.org/abs/2305.06983,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,iterative RAG 代表,imported
lib_34d6720b4aff,Faithful Chain-of-Thought Reasoning,Lyu et al.,2023,IJCNLP-AACL 2023,2301.13379,https://arxiv.org/abs/2301.13379,MH CoT;MH: CoT,Reasoning / CoT,MH CoT;总表 All Papers,,,imported
lib_b244ec9baeb5,FActScore: Fine-grained Atomic Evaluation,Min et al.,2023,EMNLP 2023,2305.14251,https://arxiv.org/abs/2305.14251,MH Verify;MH: Verify,Verification,MH Verify;总表 All Papers,,,imported
lib_0fbeaac2b2e8,EX-FEVER: Multi-hop Explainable Fact Verification,Ma et al.,2023,arXiv,2310.09754,https://arxiv.org/abs/2310.09754,MH Benchmark,Benchmarks,原有;总表 All Papers,-,,imported
lib_fd8d6194d733,Ever: Mitigating Hallucination through Real-Time Verification,Kang et al.,2023,arXiv,2311.09114,https://arxiv.org/abs/2311.09114,MH Verify;MH: Verify,Verification,MH Verify;总表 All Papers,,,imported
lib_c23d76d5e8d6,End-to-End Beam Retrieval for Multi-Hop QA,Zhang et al.,2023,NAACL 2024,2308.08973,https://arxiv.org/abs/2308.08973,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,,imported
lib_eb65fd167a07,D&Q: Constrained Multi-Stage Question Decomposition with LLMs,Li et al.,2023,arXiv,2311.07491,https://arxiv.org/abs/2311.07491,MH: Decomposition,Decomposition,总表 All Papers;新补,高,D&Q 框架,imported
lib_318e1a1f4a27,CRITIC: LLMs Can Self-Correct with Tool-Interactive,Gou et al.,2023,ICLR 2024,2305.11738,https://arxiv.org/abs/2305.11738,MH Verify;MH: Verify,Verification,MH Verify;总表 All Papers,,,imported
lib_ce457d1e72f6,Chain-of-Verification Reduces Hallucination (CoVe),Dhuliawala et al.,2023,Findings ACL 2024,2309.11495,https://arxiv.org/abs/2309.11495,MH Verify;MH: Verify,Verification,MH Verify;总表 All Papers,,,imported
lib_1698b08b1abf,Chain-of-Note: Enhancing Robustness in Retrieval-Augmented LMs,Yu et al.,2023,arXiv,2311.09210,https://arxiv.org/abs/2311.09210,MH CoT;MH: CoT,Reasoning / CoT,MH CoT;总表 All Papers,,,imported
lib_89fd6ca38f3b,AutoGen: Multi-Agent Conversation Framework,Wu et al.,2023,arXiv,2308.08155,https://arxiv.org/abs/2308.08155,MH Agentic;MH: Agentic,Agentic systems,MH Agentic;总表 All Papers,,,imported
lib_3680619c998d,Answering Questions by Meta-Reasoning over Multiple CoT (MCR),Yoran et al.,2023,arXiv,2304.13007,https://arxiv.org/abs/2304.13007,MH CoT;MH: CoT,Reasoning / CoT,MH CoT;总表 All Papers,,,imported
lib_4b88c4ec73a4,A Survey on Hallucination in LLMs,Huang et al.,2023,arXiv,2311.05232,https://arxiv.org/abs/2311.05232,MH survey,Surveys,原有;总表 All Papers,-,,imported
lib_4be3dd5b88a9,"A Real-World WebAgent with Planning, Long Context",Gur et al.,2023,ICLR 2024,2307.12856,https://arxiv.org/abs/2307.12856,MH Agentic;MH: Agentic,Agentic systems,MH Agentic;总表 All Papers,,,imported
lib_a85b71f0a1b9,UniKGQA: Unified Retrieval and Reasoning for Multi-hop KBQA,Jiang et al.,2022,ICLR 2023,2212.00959,https://arxiv.org/abs/2212.00959,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_1ef4a186cef3,UniKGQA (方法，误归类),Jiang et al.,2022,ICLR 2023,2212.00959,https://arxiv.org/abs/2212.00959,MH Benchmark,Benchmarks,建议清理,-,应归 KG-based,needs_triage
lib_8270a7b1450b,Subgraph Retrieval Enhanced Model for Multi-hop KBQA,Zhang et al.,2022,ACL 2022,2202.13296,https://arxiv.org/abs/2202.13296,MH: KG-based,Knowledge graphs,总表 All Papers;新补,高,必引 baseline,imported
lib_69c548eda7b3,STaR: Bootstrapping Reasoning With Reasoning,Zelikman et al.,2022,NeurIPS 2022,2203.14465,https://arxiv.org/abs/2203.14465,MH CoT;MH: CoT,Reasoning / CoT,MH CoT;总表 All Papers,,,imported
lib_4c3e2c18bdd7,Self-Consistency Improves CoT Reasoning,Wang et al.,2022,ICLR 2023,2203.11171,https://arxiv.org/abs/2203.11171,MH CoT;MH: CoT,Reasoning / CoT,MH CoT;总表 All Papers,,,imported
lib_1227a89c9026,ReAct: Synergizing Reasoning and Acting,Yao et al.,2022,ICLR 2023,2210.03629,https://arxiv.org/abs/2210.03629,MH Agentic;MH: Agentic,Agentic systems,MH Agentic;总表 All Papers,,,imported
lib_fef3079daf43,RARR: Researching and Revising What LMs Say,Gao et al.,2022,ACL 2023,2210.08726,https://arxiv.org/abs/2210.08726,MH Verify;MH: Verify,Verification,MH Verify;总表 All Papers,,,imported
lib_a092e4f85200,QDAMR: Interpretable AMR-Based Question Decomposition,Deng et al.,2022,arXiv,2206.08486,https://arxiv.org/abs/2206.08486,MH: Decomposition,Decomposition,总表 All Papers;新补,高,AMR-based QD,imported
lib_a16aa24c70db,Program of Thoughts Prompting,Chen et al.,2022,TMLR 2023,2211.12588,https://arxiv.org/abs/2211.12588,MH: Decomposition,Decomposition,原有;总表 All Papers,-,也可归 CoT,imported
lib_a38fca610b44,Multi-hop Question Answering,Mavi & Jangra,2022,arXiv,2204.09140,https://arxiv.org/abs/2204.09140,MH survey,Surveys,原有;总表 All Papers,-,,imported
lib_0530ff61497d,Measuring Compositionality Gap (方法，误归类),Press et al.,2022,Findings EMNLP 2023,2210.03350,https://arxiv.org/abs/2210.03350,MH Benchmark,Benchmarks,建议清理,-,应归 Decomposition,needs_triage
lib_30b7dbf60e3d,Measuring and Narrowing the Compositionality Gap (Self-Ask),Press et al.,2022,Findings EMNLP 2023,2210.03350,https://arxiv.org/abs/2210.03350,MH: Decomposition,Decomposition,原有;总表 All Papers,-,附带 Bamboogle 数据集,imported
lib_3ae20d85637d,Locate Then Ask: Interpretable Stepwise Reasoning for Multi-hop QA,Wang et al.,2022,COLING 2022,2208.10297,https://arxiv.org/abs/2208.10297,MH: Decomposition,Decomposition,原有;总表 All Papers,-,也在 Retrieve-based,imported
lib_d19fb5fecc99,Locate Then Ask: Interpretable Stepwise Reasoning,Wang et al.,2022,COLING 2022,2208.10297,https://arxiv.org/abs/2208.10297,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,也在 Decomposition,imported
lib_7fa8dc02f84d,LLMs are Zero-Shot Reasoners,Kojima et al.,2022,NeurIPS 2022,2205.11916,https://arxiv.org/abs/2205.11916,MH CoT;MH: CoT,Reasoning / CoT,MH CoT;总表 All Papers,,,imported
lib_495f3380b4b1,Least-to-Most Prompting Enables Complex Reasoning,Zhou et al.,2022,ICLR 2023,2205.10625,https://arxiv.org/abs/2205.10625,MH: Decomposition,Decomposition,原有;总表 All Papers,-,奠基工作,imported
lib_6f524cd73ef2,IRCoT: Interleaving Retrieval with CoT,Trivedi et al.,2022,ACL 2023,2212.10509,https://arxiv.org/abs/2212.10509,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,CoT × Retrieve 必读,imported
lib_749094d7ca0b,GreaseLM: Graph REASoning Enhanced LMs,Zhang et al.,2022,ICLR 2022,2201.08860,https://arxiv.org/abs/2201.08860,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_70ed155da3c2,GreaseLM (方法，误归类),Zhang et al.,2022,ICLR 2022,2201.08860,https://arxiv.org/abs/2201.08860,MH Benchmark,Benchmarks,建议清理,-,应归 KG-based,needs_triage
lib_7542ac146c37,Graph-free Multi-hop RC: Select-to-Guide Strategy,Wu et al.,2022,arXiv,2205.00621,https://arxiv.org/abs/2205.00621,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,,imported
lib_2ea127bcd8ee,Decomposed Prompting: A Modular Approach,Khot et al.,2022,ICLR 2023,2210.02406,https://arxiv.org/abs/2210.02406,MH: Decomposition,Decomposition,原有;总表 All Papers,-,奠基工作,imported
lib_e8bc0e8d0dfd,Chain-of-Thought Prompting Elicits Reasoning,Wei et al.,2022,NeurIPS 2022,2201.11903,https://arxiv.org/abs/2201.11903,MH CoT;MH: CoT,Reasoning / CoT,MH CoT;总表 All Papers,,,imported
lib_89ac831908cd,Atlas: Few-shot Learning with RAG,Izacard et al.,2022,JMLR 2023,2208.03299,https://arxiv.org/abs/2208.03299,MH: Retrieve-based,Retrieval,总表 All Papers;新补,中,,imported
lib_d4bd22aa6fc8,Ask to Understand: Question Generation for Multi-hop QA,Li et al.,2022,arXiv,2203.09073,https://arxiv.org/abs/2203.09073,MH: Decomposition,Decomposition,总表 All Papers;新补,中,,imported
lib_7cef80c67619,WebGPT: Browser-assisted QA with Human Feedback,Nakano et al.,2021,arXiv,2112.09332,https://arxiv.org/abs/2112.09332,MH Agentic;MH: Agentic,Agentic systems,MH Agentic;总表 All Papers,,,imported
lib_edc6993541b3,StrategyQA (Did Aristotle Use a Laptop?),Geva et al.,2021,TACL 2021,2101.02235,https://arxiv.org/abs/2101.02235,MH Benchmark,Benchmarks,原有;总表 All Papers,-,,imported
lib_a424215e41f8,SPLADE: Sparse Lexical and Expansion Model,Formal et al.,2021,SIGIR 2021,2107.05720,https://arxiv.org/abs/2107.05720,MH: Retrieve-based,Retrieval,总表 All Papers;新补,高,稀疏检索必引,imported
lib_75e38df509d6,QA-GNN: Reasoning with LMs and KGs,Yasunaga et al.,2021,NAACL 2021,2104.06378,https://arxiv.org/abs/2104.06378,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,GNN+LM 奠基,imported
lib_5af50eb33651,QA-GNN (方法，误归类),Yasunaga et al.,2021,NAACL 2021,2104.06378,https://arxiv.org/abs/2104.06378,MH Benchmark,Benchmarks,建议清理,-,应归 KG-based,needs_triage
lib_b031266138b5,MuSiQue: Multihop Questions via Single-hop Composition,Trivedi et al.,2021,TACL 2022,2108.00573,https://arxiv.org/abs/2108.00573,MH Benchmark,Benchmarks,原有;总表 All Papers,-,经典基准,imported
lib_d3d10209f8f3,"MultiModalQA: Complex QA over Text, Tables and Images",Talmor et al.,2021,ICLR 2021,2104.06039,https://arxiv.org/abs/2104.06039,MH Benchmark,Benchmarks,原有;总表 All Papers,-,,imported
lib_7bf9905a279c,KG-FiD: Infusing KG in Fusion-in-Decoder,Yu et al.,2021,ACL 2022,2110.04330,https://arxiv.org/abs/2110.04330,MH: KG-based,Knowledge graphs,总表 All Papers;新补,高,,imported
lib_77881e692e0d,Improving Multi-hop KBQA by Learning Intermediate Supervision,He et al.,2021,ACL 2021,2101.03737,https://arxiv.org/abs/2101.03737,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_54e35c3b16a8,Explaining Answers with Entailment Trees (EntailmentBank),Dalvi et al.,2021,EMNLP 2021,2104.08661,https://arxiv.org/abs/2104.08661,MH Benchmark,Benchmarks,原有;总表 All Papers,-,私有,imported
lib_a421f64ae434,Dynamic Semantic Graph Construction for Multi-hop,Xu et al.,2021,ACL 2021,2101.04994,https://arxiv.org/abs/2101.04994,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_e5e81aca3540,Complex KBQA: A Survey,Lan et al.,2021,TKDE 2022,2105.11644,https://arxiv.org/abs/2105.11644,MH survey,Surveys,原有;总表 All Papers,-,,imported
lib_3a36fd77743f,ColBERTv2: Effective and Efficient Retrieval,Santhanam et al.,2021,NAACL 2022,2112.01488,https://arxiv.org/abs/2112.01488,MH: Retrieve-based,Retrieval,总表 All Papers;新补,高,late-interaction 检索,imported
lib_67eb357ce8a6,Baleen: Robust Multi-Hop Reasoning at Scale,Khattab et al.,2021,NeurIPS 2021,2101.00436,https://arxiv.org/abs/2101.00436,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,,imported
lib_bd863bb32a3b,Unsupervised Question Decomposition for QA,Perez et al.,2020,EMNLP 2020,2002.09758,https://arxiv.org/abs/2002.09758,MH: Decomposition,Decomposition,总表 All Papers;新补,中,早期无监督 QD,imported
lib_bf0c395c8df2,SRLGRN: Semantic Role Labeling Graph Reasoning,Zheng & Kordjamshidi,2020,EMNLP 2020,,,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_a1000c2451fc,Scalable Multi-Hop Relational Reasoning (方法，误归类),Feng et al.,2020,EMNLP 2020,2005.00646,https://arxiv.org/abs/2005.00646,MH Benchmark,Benchmarks,建议清理,-,应归 KG-based / LLM+KG,needs_triage
lib_50f9adc97bc5,Scalable Multi-Hop Relational Reasoning (MHGRN),Feng et al.,2020,EMNLP 2020,2005.00646,https://arxiv.org/abs/2005.00646,MH: KG-based;MH: LLM+KG,Knowledge graphs,原有;总表 All Papers,-,HotpotQA 时代经典,imported
lib_f27316385dd9,Relational GCN for Multihop Reasoning,Staliunaite et al.,2020,arXiv,,,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_01470ab0ea1d,Regex Queries over Incomplete Knowledge Bases,Adlakha et al.,2020,AKBC 2020,,,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,与 MHQA 关联弱,imported
lib_9e78af4c2660,RAG: Retrieval-Augmented Generation for Knowledge-Intensive NLP,Lewis et al.,2020,NeurIPS 2020,2005.11401,https://arxiv.org/abs/2005.11401,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,RAG 奠基,imported
lib_4c242ed3156a,Open QA over Tables and Text,Chen et al.,2020,ICLR 2021,2010.10439,https://arxiv.org/abs/2010.10439,MH Benchmark,Benchmarks,原有;总表 All Papers,-,,imported
lib_0b315ffb6cf4,Multi-hop RC across Documents with Path-based Graph,Tang et al.,2020,arXiv,,,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_a40db4b8148a,MDR: Multi-Hop Dense Retrieval for Complex QA,Xiong et al.,2020,ICLR 2021,2009.12756,https://arxiv.org/abs/2009.12756,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,多跳稠密检索奠基,imported
lib_f142a93b3ba3,IIRC: Dataset of Incomplete Information RC,Ferguson et al.,2020,EMNLP 2020,2011.07127,https://arxiv.org/abs/2011.07127,MH Benchmark,Benchmarks,原有;总表 All Papers,-,,imported
lib_de79e6a1a1a8,HybridQA: Multi-Hop QA over Tabular and Textual Data,Chen et al.,2020,Findings EMNLP 2020,2004.07347,https://arxiv.org/abs/2004.07347,MH Benchmark,Benchmarks,原有;总表 All Papers,-,,imported
lib_00ab7e2e80ab,HoVer: Many-Hop Fact Extraction and Claim Verification,Jiang et al.,2020,Findings EMNLP 2020,2011.03088,https://arxiv.org/abs/2011.03088,MH Benchmark,Benchmarks,原有;总表 All Papers,-,,imported
lib_99cd434b6e27,HGN: Hierarchical Graph Network for Multi-hop QA,Fang et al.,2020,EMNLP 2020,1911.03631,https://arxiv.org/abs/1911.03631,MH: KG-based,Knowledge graphs,总表 All Papers;新补,中,HotpotQA 时代 GNN,imported
lib_80e37e2fd81c,FiD: Leveraging Passage Retrieval with Generative Models,Izacard & Grave,2020,EACL 2021,2007.01282,https://arxiv.org/abs/2007.01282,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,,imported
lib_857541df38d6,Few-Shot Learning for Opinion Summarization,Brazinskas et al.,2020,EMNLP 2020,2004.14884,https://arxiv.org/abs/2004.14884,MH: Decomposition,Decomposition,原有;总表 All Papers,-,与 MHQA 关联弱，建议检查,imported
lib_6891b10434f3,DPR: Dense Passage Retrieval for Open-Domain QA,Karpukhin et al.,2020,EMNLP 2020,2004.04906,https://arxiv.org/abs/2004.04906,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,检索奠基,imported
lib_0ccd3aaee15d,Break It Down: A Question Understanding Benchmark,Wolfson et al.,2020,TACL 2020,2001.11770,https://arxiv.org/abs/2001.11770,MH: Decomposition,Decomposition,原有;总表 All Papers,-,,imported
lib_de572b6cf00f,Answering Open-Domain Questions of Varying Reasoning Steps,Qi et al.,2020,EMNLP 2021,2010.12527,https://arxiv.org/abs/2010.12527,MH Benchmark,Benchmarks,原有;总表 All Papers,-,,imported
lib_4eb2af5bf1b5,A Survey on Machine Reading Comprehension Systems,Baradaran et al.,2020,arXiv,2001.01582,https://arxiv.org/abs/2001.01582,MH survey,Surveys,原有;总表 All Papers,-,,imported
lib_85159b6c3474,A Survey on Explainability in MRC,Thayaparan et al.,2020,arXiv,2010.00389,https://arxiv.org/abs/2010.00389,MH survey,Surveys,原有;总表 All Papers,-,,imported
lib_1a322985fc61,2WikiMultiHopQA: Constructing A Multi-hop QA Dataset,Ho et al.,2020,COLING 2020,2011.01060,https://arxiv.org/abs/2011.01060,MH Benchmark,Benchmarks,原有;总表 All Papers,-,经典基准,imported
lib_54099ba5400f,"SAE: Select, Answer and Explain",Tu et al.,2019,AAAI 2020,1911.00484,https://arxiv.org/abs/1911.00484,MH: KG-based,Knowledge graphs,总表 All Papers;新补,中,,imported
lib_11179d8f920a,PullNet: Open Domain QA with Iterative KB Retrieval,Sun et al.,2019,ACL 2019,1904.09537,https://arxiv.org/abs/1904.09537,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,早期代表,imported
lib_aa814ddb275a,PullNet (方法，误归类),Sun et al.,2019,ACL 2019,1904.09537,https://arxiv.org/abs/1904.09537,MH Benchmark,Benchmarks,建议清理,-,方法论文，应归 KG-based,needs_triage
lib_5d71703cd11d,Multi-hop RC through Question Decomposition and Rescoring,Min et al.,2019,ACL 2019,1906.02916,https://arxiv.org/abs/1906.02916,MH: Decomposition,Decomposition,原有;总表 All Papers,-,早期经典,imported
lib_beaa144b0c32,Learning to Retrieve Reasoning Paths over Wikipedia Graph,Asai et al.,2019,ICLR 2020,1911.10470,https://arxiv.org/abs/1911.10470,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,,imported
lib_d3349d73b5aa,KagNet: Knowledge-Aware Graph Networks for Commonsense,Lin et al.,2019,EMNLP 2019,1909.02151,https://arxiv.org/abs/1909.02151,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_65dde19c9a58,GoldEn: Answering Complex Open-domain Questions via Iterative Query,Qi et al.,2019,EMNLP 2019,1910.07000,https://arxiv.org/abs/1910.07000,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,,imported
lib_dd16998d84e3,Emergent Tool Use From Multi-Agent Autocurricula,Baker et al.,2019,ICLR 2020,1909.07528,https://arxiv.org/abs/1909.07528,MH Agentic;MH: Agentic,Agentic systems,MH Agentic;总表 All Papers,,,imported
lib_4f71145fd6a4,DROP: RC Benchmark Requiring Discrete Reasoning,Dua et al.,2019,NAACL 2019,1903.00161,https://arxiv.org/abs/1903.00161,MH Benchmark,Benchmarks,原有;总表 All Papers,-,,imported
lib_920ec8e47bfa,DFGN: Dynamically Fused Graph Network,Xiao et al.,2019,ACL 2019,1905.06933,https://arxiv.org/abs/1905.06933,MH: KG-based,Knowledge graphs,总表 All Papers;新补,中,HotpotQA 时代 GNN,imported
lib_cb04b5e395dc,Cognitive Graph for Multi-Hop Reading Comprehension,Ding et al.,2019,ACL 2019,1905.05460,https://arxiv.org/abs/1905.05460,MH: KG-based,Knowledge graphs,总表 All Papers;新补,中,,imported
lib_9191174b15d2,BAG: Bi-directional Attention Entity Graph CNN,Cao et al.,2019,NAACL 2019,1904.04969,https://arxiv.org/abs/1904.04969,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_f16a431c1ade,"HotpotQA: Diverse, Explainable Multi-hop QA",Yang et al.,2018,EMNLP 2018,1809.09600,https://arxiv.org/abs/1809.09600,MH Benchmark,Benchmarks,原有;总表 All Papers,-,经典基准必引,imported
lib_6905ba1b40b7,GraftNet: Open Domain QA over KB and Text,Sun et al.,2018,EMNLP 2018,1809.00782,https://arxiv.org/abs/1809.00782,MH: KG-based,Knowledge graphs,总表 All Papers;新补,高,KBQA 历史坐标,imported
lib_5570bc30cae3,FEVER: Large-scale Fact Extraction and Verification,Thorne et al.,2018,NAACL 2018,1803.05355,https://arxiv.org/abs/1803.05355,MH Benchmark,Benchmarks,原有;总表 All Papers,-,,imported
lib_b69e291d2b80,Exploring Graph-structured Passage Representation,Song et al.,2018,arXiv,,,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_ae0b05c7c76a,CWQ: Complex Web Questions,Talmor & Berant,2018,NAACL 2018,1803.06643,https://arxiv.org/abs/1803.06643,MH Benchmark,Benchmarks,总表 All Papers;新补,高,经典多跳 KBQA,imported
lib_985b05b55515,Commonsense for Generative Multi-Hop QA,Bauer et al.,2018,EMNLP 2018,1809.06309,https://arxiv.org/abs/1809.06309,MH: LLM+KG,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_ff3714667e8a,WikiHop: Constructing Datasets for MH RC Across Documents,Welbl et al.,2017,TACL 2018,1710.06481,https://arxiv.org/abs/1710.06481,MH Benchmark,Benchmarks,原有;总表 All Papers,-,,imported
lib_6e9b0bf2fe56,Multi-hop RC via Deep RL based Document Traversal,Long et al.,2017,arXiv,1707.07057,https://arxiv.org/abs/1707.07057,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,,imported
lib_9ac8978fa1a5,Go for a Walk and Arrive at the Answer,Das et al.,2017,arXiv,1711.05851,https://arxiv.org/abs/1711.05851,MH: KG-based,Knowledge graphs,原有;总表 All Papers,-,,imported
lib_bf58c18bd28f,Go for a Walk (方法，误归类),Das et al.,2017,arXiv,1711.05851,https://arxiv.org/abs/1711.05851,MH Benchmark,Benchmarks,建议清理,-,应归 KG-based,needs_triage
lib_95e7fcc89a5c,DrQA: Reading Wikipedia to Answer Open-Domain Questions,Chen et al.,2017,ACL 2017,1704.00051,https://arxiv.org/abs/1704.00051,MH: Retrieve-based,Retrieval,原有;总表 All Papers,-,开放域 QA 奠基,imported
